Condition	Block	TrialInBlock	Target	Competitor_1	Competitor_2	Competitor_chosen	RTinSec	Session_number	
CY	22	9	1	2	6	1	1.189	3	
CY	22	10	1	3	4	2	2.549	3	
CY	22	11	1	3	5	1	1.070	3	
CY	22	12	1	3	6	1	0.981	3	
CY	22	13	1	4	5	1	1.566	3	
CY	22	14	1	4	6	1	0.807	3	
CY	22	15	1	5	6	1	0.956	3	
CY	22	16	2	1	2	2	0.859	3	
CY	22	17	2	1	3	2	1.377	3	
CY	22	18	2	1	4	2	0.992	3	
CY	22	19	2	1	5	1	3.191	3	
CY	22	20	2	1	6	1	0.999	3	
CY	22	21	2	2	3	2	0.885	3	
CY	22	22	2	2	4	2	2.046	3	
CY	22	23	2	2	5	2	1.972	3	
CY	22	24	2	2	6	1	0.826	3	
CY	22	25	2	3	4	1	1.089	3	
CY	22	26	2	3	5	1	1.206	3	
CY	22	27	2	3	6	1	0.825	3	
CY	22	28	2	4	5	1	1.586	3	
CY	22	29	2	4	6	1	1.139	3	
CY	22	30	2	5	6	1	1.089	3	
CY	22	31	3	1	2	2	1.573	3	
CY	22	32	3	1	3	2	1.634	3	
CY	22	33	3	1	4	1	1.264	3	
CY	22	34	3	1	5	1	0.758	3	
CY	22	35	3	1	6	1	1.158	3	
CY	22	36	3	2	3	2	1.855	3	
CY	22	37	3	2	4	1	0.933	3	
CY	22	38	3	2	5	1	0.869	3	
CY	22	39	3	2	6	1	1.124	3	
CY	22	40	3	3	4	1	1.223	3	
CY	22	41	3	3	5	1	2.011	3	
CY	22	42	3	3	6	1	1.273	3	
CY	22	43	3	4	5	1	1.013	3	
CY	22	44	3	4	6	1	1.345	3	
CY	22	45	3	5	6	1	1.502	3	
CY	22	46	4	1	2	2	1.879	3	
CY	22	47	4	1	3	2	1.257	3	
CY	22	48	4	1	4	2	2.000	3	
CY	22	49	4	1	5	2	1.182	3	
CY	22	50	4	1	6	2	1.678	3	
CY	22	51	4	2	3	1	1.005	3	
CY	22	52	4	2	4	2	1.441	3	
CY	22	53	4	2	5	1	1.311	3	
CY	22	54	4	2	6	1	1.335	3	
CY	22	55	4	3	4	2	1.084	3	
CY	22	56	4	3	5	1	1.407	3	
CY	22	57	4	3	6	1	0.923	3	
CY	22	58	4	4	5	2	1.307	3	
CY	22	59	4	4	6	1	0.791	3	
CY	22	60	4	5	6	1	1.868	3	
CB	22	61	1	1	2	2	1.631	3	
CB	22	62	1	1	3	2	1.406	3	
CB	22	63	1	1	4	2	1.758	3	
CB	22	64	1	1	5	1	1.051	3	
CB	22	65	1	1	6	2	1.715	3	
CB	22	66	1	2	3	2	1.747	3	
CB	22	67	1	2	4	1	1.327	3	
CB	22	68	1	2	5	1	0.951	3	
CB	22	69	1	2	6	2	1.430	3	
CB	22	70	1	3	4	1	4.779	3	
CB	22	71	1	3	5	1	1.472	3	
CB	22	72	1	3	6	1	0.852	3	
CB	22	73	1	4	5	1	1.205	3	
CB	22	74	1	4	6	1	1.734	3	
CB	22	75	1	5	6	1	2.028	3	
CB	22	76	2	1	2	1	3.096	3	
CB	22	77	2	1	3	2	0.862	3	
CB	22	78	2	1	4	2	2.574	3	
CB	22	79	2	1	5	1	1.240	3	
CB	22	80	2	1	6	1	1.375	3	
CB	22	81	2	2	3	2	1.295	3	
CB	22	82	2	2	4	1	1.094	3	
CB	22	83	2	2	5	1	0.779	3	
CB	22	84	2	2	6	1	1.290	3	
CB	22	85	2	3	4	2	2.592	3	
CB	22	86	2	3	5	1	1.346	3	
CB	22	87	2	3	6	1	1.127	3	
CB	22	88	2	4	5	1	1.108	3	
CB	22	89	2	4	6	1	1.157	3	
CB	22	90	2	5	6	1	1.358	3	
CB	22	91	3	1	2	2	2.225	3	
CB	22	92	3	1	3	2	0.922	3	
CB	22	93	3	1	4	2	1.753	3	
CB	22	94	3	1	5	2	0.818	3	
CB	22	95	3	1	6	2	1.799	3	
CB	22	96	3	2	3	2	1.189	3	
CB	22	97	3	2	4	2	0.847	3	
CB	22	98	3	2	5	1	1.079	3	
CB	22	99	3	2	6	1	0.855	3	
CB	22	100	3	3	4	1	0.821	3	
CB	22	101	3	3	5	1	1.072	3	
CB	22	102	3	3	6	1	1.129	3	
CB	22	103	3	4	5	1	1.164	3	
CB	22	104	3	4	6	1	1.874	3	
CB	22	105	3	5	6	2	1.182	3	
CB	22	106	4	1	2	2	1.597	3	
CB	22	107	4	1	3	2	0.728	3	
CB	22	108	4	1	4	1	1.767	3	
CB	22	109	4	1	5	2	1.622	3	
CB	22	110	4	1	6	1	1.139	3	
CB	22	111	4	2	3	1	1.846	3	
CB	22	112	4	2	4	2	1.221	3	
CB	22	113	4	2	5	1	1.086	3	
CB	22	114	4	2	6	1	1.239	3	
CB	22	115	4	3	4	2	1.007	3	
CB	22	116	4	3	5	1	1.358	3	
CB	22	117	4	3	6	1	1.107	3	
CB	22	118	4	4	5	1	1.190	3	
CB	22	119	4	4	6	1	1.257	3	
CB	22	120	4	5	6	2	1.683	3	
CY	23	1	1	1	2	2	1.098	4	
CY	23	2	1	1	3	2	0.944	4	
CY	23	3	1	1	4	2	1.396	4	
CY	23	4	1	1	5	1	1.339	4	
CY	23	5	1	1	6	1	1.417	4	
CY	23	6	1	2	3	1	1.191	4	
CY	23	7	1	2	4	2	1.004	4	
CY	23	8	1	2	5	1	0.811	4	
CY	23	9	1	2	6	1	1.208	4	
CY	23	10	1	3	4	1	0.935	4	
CY	23	11	1	3	5	1	1.052	4	
CY	23	12	1	3	6	1	0.770	4	
CY	23	13	1	4	5	1	1.257	4	
CY	23	14	1	4	6	1	0.948	4	
CY	23	15	1	5	6	1	1.334	4	
CY	23	16	2	1	2	1	1.884	4	
CY	23	17	2	1	3	2	1.054	4	
CY	23	18	2	1	4	1	0.959	4	
CY	23	19	2	1	5	2	1.169	4	
CY	23	20	2	1	6	1	2.319	4	
CY	23	21	2	2	3	2	0.893	4	
CY	23	22	2	2	4	2	0.868	4	
CY	23	23	2	2	5	1	0.889	4	
CY	23	24	2	2	6	1	0.867	4	
CY	23	25	2	3	4	1	1.231	4	
CY	23	26	2	3	5	1	1.835	4	
CY	23	27	2	3	6	1	1.292	4	
CY	23	28	2	4	5	2	1.408	4	
CY	23	29	2	4	6	1	1.612	4	
CY	23	30	2	5	6	1	2.312	4	
CY	23	31	3	1	2	2	1.732	4	
CY	23	32	3	1	3	2	1.590	4	
CY	23	33	3	1	4	2	0.858	4	
CY	23	34	3	1	5	1	1.028	4	
CY	23	35	3	1	6	1	1.007	4	
CY	23	36	3	2	3	1	1.007	4	
CY	23	37	3	2	4	1	2.766	4	
CY	23	38	3	2	5	1	0.914	4	
CY	23	39	3	2	6	1	0.794	4	
CY	23	40	3	3	4	1	2.616	4	
CY	23	41	3	3	5	1	1.226	4	
CY	23	42	3	3	6	1	0.839	4	
CY	23	43	3	4	5	1	1.380	4	
CY	23	44	3	4	6	1	2.407	4	
CY	23	45	3	5	6	1	1.132	4	
CY	23	46	4	1	2	2	1.610	4	
CY	23	47	4	1	3	2	0.897	4	
CY	23	48	4	1	4	2	1.248	4	
CY	23	49	4	1	5	2	1.086	4	
CY	23	50	4	1	6	2	5.530	4	
CY	23	51	4	2	3	1	1.483	4	
CY	23	52	4	2	4	1	1.177	4	
CY	23	53	4	2	5	1	1.430	4	
CY	23	54	4	2	6	2	1.112	4	
CY	23	55	4	3	4	2	0.982	4	
CY	23	56	4	3	5	2	1.088	4	
CY	23	57	4	3	6	1	0.781	4	
CY	23	58	4	4	5	1	1.157	4	
CY	23	59	4	4	6	1	0.803	4	
CY	23	60	4	5	6	1	2.141	4	
CB	23	61	1	1	2	2	1.134	4	
CB	23	62	1	1	3	2	0.922	4	
CB	23	63	1	1	4	2	1.193	4	
CB	23	64	1	1	5	1	1.406	4	
CB	23	65	1	1	6	2	1.074	4	
CB	23	66	1	2	3	2	1.193	4	
CB	23	67	1	2	4	2	0.723	4	
CB	23	68	1	2	5	2	1.559	4	
CB	23	69	1	2	6	2	1.637	4	
CB	23	70	1	3	4	2	1.098	4	
CB	23	71	1	3	5	1	1.640	4	
CB	23	72	1	3	6	1	0.797	4	
CB	23	73	1	4	5	2	1.358	4	
CB	23	74	1	4	6	2	1.748	4	
CB	23	75	1	5	6	1	2.019	4	
CB	23	76	2	1	2	2	1.167	4	
CB	23	77	2	1	3	2	0.950	4	
CB	23	78	2	1	4	2	1.302	4	
CB	23	79	2	1	5	2	2.038	4	
CB	23	80	2	1	6	1	0.987	4	
CB	23	81	2	2	3	2	1.338	4	
CB	23	82	2	2	4	2	0.952	4	
CB	23	83	2	2	5	1	0.844	4	
CB	23	84	2	2	6	1	1.517	4	
CB	23	85	2	3	4	1	1.408	4	
CB	23	86	2	3	5	1	1.301	4	
CB	23	87	2	3	6	1	1.195	4	
CB	23	88	2	4	5	1	1.021	4	
CB	23	89	2	4	6	1	0.980	4	
CB	23	90	2	5	6	1	2.122	4	
CB	23	91	3	1	2	2	1.006	4	
CB	23	92	3	1	3	2	1.858	4	
CB	23	93	3	1	4	2	1.012	4	
CB	23	94	3	1	5	2	1.405	4	
CB	23	95	3	1	6	1	1.047	4	
CB	23	96	3	2	3	2	0.795	4	
CB	23	97	3	2	4	1	0.733	4	
CB	23	98	3	2	5	2	2.927	4	
CB	23	99	3	2	6	1	0.939	4	
CB	23	100	3	3	4	2	1.033	4	
CB	23	101	3	3	5	1	1.020	4	
CB	23	102	3	3	6	1	1.018	4	
CB	23	103	3	4	5	2	0.980	4	
CB	23	104	3	4	6	1	2.234	4	
CB	23	105	3	5	6	2	1.997	4	
CB	23	106	4	1	2	2	2.640	4	
CB	23	107	4	1	3	2	0.824	4	
CB	23	108	4	1	4	2	1.067	4	
CB	23	109	4	1	5	2	2.107	4	
CB	23	110	4	1	6	2	2.075	4	
CB	23	111	4	2	3	1	1.517	4	
CB	23	112	4	2	4	2	0.821	4	
CB	23	113	4	2	5	1	6.760	4	
CB	23	114	4	2	6	2	1.890	4	
CB	23	115	4	3	4	1	1.758	4	
CB	23	116	4	3	5	2	1.031	4	
CB	23	117	4	3	6	1	2.514	4	
CB	23	118	4	4	5	2	1.194	4	
CB	23	119	4	4	6	1	0.957	4	
CB	23	120	4	5	6	1	1.213	4	
CY	24	1	1	1	2	2	1.095	4	
CY	24	2	1	1	3	2	2.092	4	
CY	24	3	1	1	4	1	1.270	4	
CY	24	4	1	1	5	1	2.373	4	
CY	24	5	1	1	6	1	1.667	4	
CY	24	6	1	2	3	2	0.940	4	
CY	24	7	1	2	4	2	0.980	4	
CY	24	8	1	2	5	1	2.280	4	
CY	24	9	1	2	6	1	0.960	4	
CY	24	10	1	3	4	1	0.944	4	
CY	24	11	1	3	5	1	0.953	4	
CY	24	12	1	3	6	1	1.008	4	
CY	24	13	1	4	5	2	2.280	4	
CY	24	14	1	4	6	1	1.236	4	
CY	24	15	1	5	6	1	1.206	4	
CY	24	16	2	1	2	1	4.427	4	
CY	24	17	2	1	3	1	4.098	4	
CY	24	18	2	1	4	2	2.591	4	
CY	24	19	2	1	5	1	2.101	4	
CY	24	20	2	1	6	1	1.404	4	
CY	24	21	2	2	3	2	1.010	4	
CY	24	22	2	2	4	2	1.033	4	
CY	24	23	2	2	5	2	0.973	4	
CY	24	24	2	2	6	1	1.302	4	
CY	24	25	2	3	4	1	2.102	4	
CY	24	26	2	3	5	1	1.666	4	
CY	24	27	2	3	6	1	1.411	4	
CY	24	28	2	4	5	2	1.107	4	
CY	24	29	2	4	6	1	1.547	4	
CY	24	30	2	5	6	1	1.639	4	
CY	24	31	3	1	2	1	1.703	4	
CY	24	32	3	1	3	2	1.972	4	
CY	24	33	3	1	4	2	3.206	4	
CY	24	34	3	1	5	1	0.942	4	
CY	24	35	3	1	6	1	1.128	4	
CY	24	36	3	2	3	1	1.101	4	
CY	24	37	3	2	4	2	1.063	4	
CY	24	38	3	2	5	1	1.081	4	
CY	24	39	3	2	6	1	0.994	4	
CY	24	40	3	3	4	1	1.257	4	
CY	24	41	3	3	5	1	1.226	4	
CY	24	42	3	3	6	1	0.889	4	
CY	24	43	3	4	5	2	2.276	4	
CY	24	44	3	4	6	1	1.396	4	
CY	24	45	3	5	6	1	1.189	4	
CY	24	46	4	1	2	2	1.054	4	
CY	24	47	4	1	3	2	1.283	4	
CY	24	48	4	1	4	1	0.979	4	
CY	24	49	4	1	5	2	2.608	4	
CY	24	50	4	1	6	2	0.989	4	
CY	24	51	4	2	3	2	0.943	4	
CY	24	52	4	2	4	2	1.040	4	
CY	24	53	4	2	5	2	0.999	4	
CY	24	54	4	2	6	1	1.303	4	
CY	24	55	4	3	4	2	1.327	4	
CY	24	56	4	3	5	1	1.266	4	
CY	24	57	4	3	6	1	1.305	4	
CY	24	58	4	4	5	1	1.614	4	
CY	24	59	4	4	6	1	0.897	4	
CY	24	60	4	5	6	1	2.332	4	
CB	24	61	1	1	2	2	1.349	4	
CB	24	62	1	1	3	2	1.604	4	
CB	24	63	1	1	4	2	1.558	4	
CB	24	64	1	1	5	2	1.846	4	
CB	24	65	1	1	6	2	2.974	4	
CB	24	66	1	2	3	2	0.854	4	
CB	24	67	1	2	4	1	1.932	4	
CB	24	68	1	2	5	1	0.881	4	
CB	24	69	1	2	6	1	1.255	4	
CB	24	70	1	3	4	2	1.554	4	
CB	24	71	1	3	5	1	1.230	4	
CB	24	72	1	3	6	2	0.800	4	
CB	24	73	1	4	5	1	2.895	4	
CB	24	74	1	4	6	1	1.554	4	
CB	24	75	1	5	6	1	0.940	4	
CB	24	76	2	1	2	2	1.336	4	
CB	24	77	2	1	3	2	1.302	4	
CB	24	78	2	1	4	2	1.206	4	
CB	24	79	2	1	5	2	0.999	4	
CB	24	80	2	1	6	1	1.638	4	
CB	24	81	2	2	3	1	1.464	4	
CB	24	82	2	2	4	2	1.028	4	
CB	24	83	2	2	5	1	1.035	4	
CB	24	84	2	2	6	1	1.000	4	
CB	24	85	2	3	4	1	1.331	4	
CB	24	86	2	3	5	1	1.163	4	
CB	24	87	2	3	6	1	1.019	4	
CB	24	88	2	4	5	1	1.028	4	
CB	24	89	2	4	6	1	1.141	4	
CB	24	90	2	5	6	1	1.501	4	
CB	24	91	3	1	2	1	0.959	4	
CB	24	92	3	1	3	2	1.629	4	
CB	24	93	3	1	4	2	1.031	4	
CB	24	94	3	1	5	1	3.784	4	
CB	24	95	3	1	6	1	1.292	4	
CB	24	96	3	2	3	2	1.565	4	
CB	24	97	3	2	4	1	1.481	4	
CB	24	98	3	2	5	1	1.144	4	
CB	24	99	3	2	6	1	0.923	4	
CB	24	100	3	3	4	1	1.754	4	
CB	24	101	3	3	5	1	1.037	4	
CB	24	102	3	3	6	2	0.871	4	
CB	24	103	3	4	5	2	1.360	4	
CB	24	104	3	4	6	1	1.070	4	
CB	24	105	3	5	6	2	1.512	4	
CB	24	106	4	1	2	2	1.629	4	
CB	24	107	4	1	3	2	1.401	4	
CB	24	108	4	1	4	1	0.939	4	
CB	24	109	4	1	5	1	4.149	4	
CB	24	110	4	1	6	2	1.554	4	
CB	24	111	4	2	3	2	1.542	4	
CB	24	112	4	2	4	2	0.786	4	
CB	24	113	4	2	5	1	1.438	4	
CB	24	114	4	2	6	1	0.996	4	
CB	24	115	4	3	4	1	2.355	4	
CB	24	116	4	3	5	1	1.383	4	
CB	24	117	4	3	6	1	1.096	4	
CB	24	118	4	4	5	1	1.991	4	
CB	24	119	4	4	6	1	1.121	4	
CB	24	120	4	5	6	1	1.224	4	
CY	25	1	1	1	2	2	1.255	4	
CY	25	2	1	1	3	2	0.942	4	
CY	25	3	1	1	4	2	1.216	4	
CY	25	4	1	1	5	1	1.909	4	
CY	25	5	1	1	6	1	1.563	4	
CY	25	6	1	2	3	2	1.733	4	
CY	25	7	1	2	4	2	0.977	4	
CY	25	8	1	2	5	1	1.009	4	
CY	25	9	1	2	6	1	1.527	4	
CY	25	10	1	3	4	1	1.229	4	
CY	25	11	1	3	5	1	0.941	4	
CY	25	12	1	3	6	1	1.175	4	
CY	25	13	1	4	5	1	1.324	4	
CY	25	14	1	4	6	1	1.293	4	
CY	25	15	1	5	6	1	1.108	4	
CY	25	16	2	1	2	2	1.576	4	
CY	25	17	2	1	3	2	0.817	4	
CY	25	18	2	1	4	2	1.181	4	
CY	25	19	2	1	5	1	4.835	4	
CY	25	20	2	1	6	1	3.251	4	
CY	25	21	2	2	3	2	1.621	4	
CY	25	22	2	2	4	2	1.020	4	
CY	25	23	2	2	5	2	1.142	4	
CY	25	24	2	2	6	1	1.411	4	
CY	25	25	2	3	4	2	1.761	4	
CY	25	26	2	3	5	1	3.216	4	
CY	25	27	2	3	6	1	1.638	4	
CY	25	28	2	4	5	2	2.455	4	
CY	25	29	2	4	6	1	1.056	4	
CY	25	30	2	5	6	1	2.251	4	
CY	25	31	3	1	2	2	1.401	4	
CY	25	32	3	1	3	2	0.859	4	
CY	25	33	3	1	4	1	1.152	4	
CY	25	34	3	1	5	1	1.062	4	
CY	25	35	3	1	6	1	0.717	4	
CY	25	36	3	2	3	1	1.428	4	
CY	25	37	3	2	4	1	1.941	4	
CY	25	38	3	2	5	1	1.292	4	
CY	25	39	3	2	6	1	0.973	4	
CY	25	40	3	3	4	1	1.260	4	
CY	25	41	3	3	5	1	0.974	4	
CY	25	42	3	3	6	1	0.724	4	
CY	25	43	3	4	5	1	1.106	4	
CY	25	44	3	4	6	1	1.281	4	
CY	25	45	3	5	6	1	1.191	4	
CY	25	46	4	1	2	2	1.259	4	
CY	25	47	4	1	3	2	1.100	4	
CY	25	48	4	1	4	2	1.165	4	
CY	25	49	4	1	5	2	0.957	4	
CY	25	50	4	1	6	2	1.082	4	
CY	25	51	4	2	3	2	1.436	4	
CY	25	52	4	2	4	1	0.844	4	
CY	25	53	4	2	5	1	1.385	4	
CY	25	54	4	2	6	1	1.022	4	
CY	25	55	4	3	4	2	1.539	4	
CY	25	56	4	3	5	1	1.824	4	
CY	25	57	4	3	6	1	0.867	4	
CY	25	58	4	4	5	1	0.856	4	
CY	25	59	4	4	6	1	1.486	4	
CY	25	60	4	5	6	1	1.085	4	
CB	25	61	1	1	2	2	1.239	4	
CB	25	62	1	1	3	2	1.408	4	
CB	25	63	1	1	4	2	0.975	4	
CB	25	64	1	1	5	2	1.409	4	
CB	25	65	1	1	6	2	2.509	4	
CB	25	66	1	2	3	2	1.502	4	
CB	25	67	1	2	4	2	1.164	4	
CB	25	68	1	2	5	2	0.948	4	
CB	25	69	1	2	6	1	0.892	4	
CB	25	70	1	3	4	2	1.824	4	
CB	25	71	1	3	5	2	1.020	4	
CB	25	72	1	3	6	2	2.385	4	
CB	25	73	1	4	5	1	1.146	4	
CB	25	74	1	4	6	2	1.499	4	
CB	25	75	1	5	6	1	1.068	4	
CB	25	76	2	1	2	2	1.382	4	
CB	25	77	2	1	3	2	1.107	4	
CB	25	78	2	1	4	2	0.811	4	
CB	25	79	2	1	5	1	2.510	4	
CB	25	80	2	1	6	1	1.098	4	
CB	25	81	2	2	3	2	1.354	4	
CB	25	82	2	2	4	1	2.333	4	
CB	25	83	2	2	5	1	1.162	4	
CB	25	84	2	2	6	1	2.261	4	
CB	25	85	2	3	4	1	0.962	4	
CB	25	86	2	3	5	1	1.814	4	
CB	25	87	2	3	6	1	1.023	4	
CB	25	88	2	4	5	1	1.345	4	
CB	25	89	2	4	6	1	1.199	4	
CB	25	90	2	5	6	1	1.454	4	
CB	25	91	3	1	2	2	1.431	4	
CB	25	92	3	1	3	1	0.759	4	
CB	25	93	3	1	4	2	1.060	4	
CB	25	94	3	1	5	2	1.265	4	
CB	25	95	3	1	6	1	0.850	4	
CB	25	96	3	2	3	2	0.956	4	
CB	25	97	3	2	4	1	1.383	4	
CB	25	98	3	2	5	2	0.900	4	
CB	25	99	3	2	6	1	1.070	4	
CB	25	100	3	3	4	2	2.220	4	
CB	25	101	3	3	5	1	1.045	4	
CB	25	102	3	3	6	1	1.314	4	
CB	25	103	3	4	5	1	1.430	4	
CB	25	104	3	4	6	1	1.609	4	
CB	25	105	3	5	6	2	1.963	4	
CB	25	106	4	1	2	2	1.790	4	
CB	25	107	4	1	3	2	1.576	4	
CB	25	108	4	1	4	2	1.262	4	
CB	25	109	4	1	5	1	0.804	4	
CB	25	110	4	1	6	1	1.044	4	
CB	25	111	4	2	3	1	0.727	4	
CB	25	112	4	2	4	1	1.134	4	
CB	25	113	4	2	5	1	1.665	4	
CB	25	114	4	2	6	1	1.096	4	
CB	25	115	4	3	4	1	1.507	4	
CB	25	116	4	3	5	1	1.134	4	
CB	25	117	4	3	6	1	1.067	4	
CB	25	118	4	4	5	1	2.177	4	
CB	25	119	4	4	6	1	1.309	4	
CB	25	120	4	5	6	1	1.031	4	
CY	26	1	1	1	2	2	0.990	4	
CY	26	2	1	1	3	2	1.243	4	
CY	26	3	1	1	4	1	1.740	4	
CY	26	4	1	1	5	1	1.133	4	
CY	26	5	1	1	6	1	0.757	4	
CY	26	6	1	2	3	2	1.610	4	
CY	26	7	1	2	4	2	1.123	4	
CY	26	8	1	2	5	1	1.219	4	
CY	26	9	1	2	6	1	1.192	4	
CY	26	10	1	3	4	2	1.175	4	
CY	26	11	1	3	5	1	0.747	4	
CY	26	12	1	3	6	1	1.012	4	
CY	26	13	1	4	5	2	1.120	4	
CY	26	14	1	4	6	1	1.106	4	
CY	26	15	1	5	6	1	1.076	4	
CY	26	16	2	1	2	2	0.925	4	
CY	26	17	2	1	3	2	1.270	4	
CY	26	18	2	1	4	1	1.188	4	
CY	26	19	2	1	5	1	1.813	4	
CY	26	20	2	1	6	1	1.327	4	
CY	26	21	2	2	3	1	1.418	4	
CY	26	22	2	2	4	2	0.780	4	
CY	26	23	2	2	5	1	1.641	4	
CY	26	24	2	2	6	1	2.724	4	
CY	26	25	2	3	4	1	0.996	4	
CY	26	26	2	3	5	1	1.993	4	
CY	26	27	2	3	6	1	1.408	4	
CY	26	28	2	4	5	1	2.626	4	
CY	26	29	2	4	6	1	0.987	4	
CY	26	30	2	5	6	1	1.527	4	
CY	26	31	3	1	2	2	2.813	4	
CY	26	32	3	1	3	2	2.818	4	
CY	26	33	3	1	4	2	1.658	4	
CY	26	34	3	1	5	1	0.756	4	
CY	26	35	3	1	6	1	1.560	4	
CY	26	36	3	2	3	1	1.469	4	
CY	26	37	3	2	4	1	0.900	4	
CY	26	38	3	2	5	1	1.268	4	
CY	26	39	3	2	6	1	4.765	4	
CY	26	40	3	3	4	1	2.030	4	
CY	26	41	3	3	5	1	1.159	4	
CY	26	42	3	3	6	1	0.756	4	
CY	26	43	3	4	5	1	1.409	4	
CY	26	44	3	4	6	1	1.195	4	
CY	26	45	3	5	6	1	1.826	4	
CY	26	46	4	1	2	2	1.328	4	
CY	26	47	4	1	3	1	1.061	4	
CY	26	48	4	1	4	1	1.365	4	
CY	26	49	4	1	5	2	1.274	4	
CY	26	50	4	1	6	2	0.910	4	
CY	26	51	4	2	3	2	1.020	4	
CY	26	52	4	2	4	1	1.501	4	
CY	26	53	4	2	5	1	1.154	4	
CY	26	54	4	2	6	1	2.550	4	
CY	26	55	4	3	4	2	1.035	4	
CY	26	56	4	3	5	1	1.150	4	
CY	26	57	4	3	6	1	0.932	4	
CY	26	58	4	4	5	1	1.396	4	
CY	26	59	4	4	6	1	0.769	4	
CY	26	60	4	5	6	1	1.596	4	
CB	26	61	1	1	2	2	1.186	4	
CB	26	62	1	1	3	1	0.720	4	
CB	26	63	1	1	4	2	1.202	4	
CB	26	64	1	1	5	2	1.494	4	
CB	26	65	1	1	6	1	2.803	4	
CB	26	66	1	2	3	2	1.600	4	
CB	26	67	1	2	4	2	3.588	4	
CB	26	68	1	2	5	2	2.064	4	
CB	26	69	1	2	6	1	1.135	4	
CB	26	70	1	3	4	1	1.029	4	
CB	26	71	1	3	5	1	1.006	4	
CB	26	72	1	3	6	1	0.751	4	
CB	26	73	1	4	5	1	2.175	4	
CB	26	74	1	4	6	1	0.950	4	
CB	26	75	1	5	6	1	1.275	4	
CB	26	76	2	1	2	1	0.949	4	
CB	26	77	2	1	3	2	0.686	4	
CB	26	78	2	1	4	2	0.763	4	
CB	26	79	2	1	5	2	1.074	4	
CB	26	80	2	1	6	1	1.114	4	
CB	26	81	2	2	3	1	0.852	4	
CB	26	82	2	2	4	1	0.860	4	
CB	26	83	2	2	5	1	1.580	4	
CB	26	84	2	2	6	1	2.003	4	
CB	26	85	2	3	4	2	1.472	4	
CB	26	86	2	3	5	1	1.376	4	
CB	26	87	2	3	6	1	1.112	4	
CB	26	88	2	4	5	1	1.085	4	
CB	26	89	2	4	6	1	1.385	4	
CB	26	90	2	5	6	1	2.240	4	
CB	26	91	3	1	2	1	1.057	4	
CB	26	92	3	1	3	1	1.926	4	
CB	26	93	3	1	4	2	1.005	4	
CB	26	94	3	1	5	2	2.364	4	
CB	26	95	3	1	6	2	2.141	4	
CB	26	96	3	2	3	2	0.965	4	
CB	26	97	3	2	4	1	1.562	4	
CB	26	98	3	2	5	1	0.938	4	
CB	26	99	3	2	6	1	0.785	4	
CB	26	100	3	3	4	1	1.143	4	
CB	26	101	3	3	5	1	0.794	4	
CB	26	102	3	3	6	1	1.202	4	
CB	26	103	3	4	5	1	1.132	4	
CB	26	104	3	4	6	1	1.661	4	
CB	26	105	3	5	6	2	0.971	4	
CB	26	106	4	1	2	2	1.221	4	
CB	26	107	4	1	3	2	1.733	4	
CB	26	108	4	1	4	2	1.468	4	
CB	26	109	4	1	5	1	1.769	4	
CB	26	110	4	1	6	1	1.077	4	
CB	26	111	4	2	3	1	1.030	4	
CB	26	112	4	2	4	2	0.805	4	
CB	26	113	4	2	5	1	2.291	4	
CB	26	114	4	2	6	1	1.149	4	
CB	26	115	4	3	4	1	0.941	4	
CB	26	116	4	3	5	1	1.372	4	
CB	26	117	4	3	6	1	1.124	4	
CB	26	118	4	4	5	1	1.010	4	
CB	26	119	4	4	6	1	0.901	4	
CB	26	120	4	5	6	1	2.228	4	
CY	27	1	1	1	2	2	0.826	4	
CY	27	2	1	1	3	2	1.235	4	
CY	27	3	1	1	4	2	1.592	4	
CY	27	4	1	1	5	1	0.898	4	
CY	27	5	1	1	6	1	1.214	4	
CY	27	6	1	2	3	2	0.957	4	
CY	27	7	1	2	4	1	0.920	4	
CY	27	8	1	2	5	1	2.293	4	
CY	27	9	1	2	6	1	0.809	4	
CY	27	10	1	3	4	2	2.390	4	
CY	27	11	1	3	5	2	1.040	4	
CY	27	12	1	3	6	1	0.850	4	
CY	27	13	1	4	5	1	2.025	4	
CY	27	14	1	4	6	1	0.874	4	
CY	27	15	1	5	6	1	0.972	4	
CY	27	16	2	1	2	2	0.895	4	
CY	27	17	2	1	3	2	1.522	4	
CY	27	18	2	1	4	2	1.072	4	
CY	27	19	2	1	5	2	1.555	4	
CY	27	20	2	1	6	1	2.635	4	
CY	27	21	2	2	3	2	1.170	4	
CY	27	22	2	2	4	2	0.892	4	
CY	27	23	2	2	5	1	1.870	4	
CY	27	24	2	2	6	1	0.726	4	
CY	27	25	2	3	4	2	1.030	4	
CY	27	26	2	3	5	1	3.706	4	
CY	27	27	2	3	6	1	1.104	4	
CY	27	28	2	4	5	1	1.810	4	
CY	27	29	2	4	6	1	1.845	4	
CY	27	30	2	5	6	2	1.436	4	
CY	27	31	3	1	2	2	1.570	4	
CY	27	32	3	1	3	2	1.177	4	
CY	27	33	3	1	4	1	1.305	4	
CY	27	34	3	1	5	1	1.898	4	
CY	27	35	3	1	6	1	1.169	4	
CY	27	36	3	2	3	1	2.495	4	
CY	27	37	3	2	4	2	1.076	4	
CY	27	38	3	2	5	1	0.984	4	
CY	27	39	3	2	6	1	1.092	4	
CY	27	40	3	3	4	1	1.721	4	
CY	27	41	3	3	5	1	1.039	4	
